Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
k141_926661.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_928503.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_931211.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_934268.concoct_part_0	Caudovirales	100	Unassigned	100
k141_937413.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_937848.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_944569.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_945390.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_947992.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_956487.concoct_part_0	Caudovirales	100	Siphoviridae	57.1428571428571
k141_959514.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_965076.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_966012.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_966436.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_967264.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_970354.concoct_part_0	Caudovirales	100	Siphoviridae	55.5555555555556
k141_971829.concoct_part_0	Caudovirales	50	Unassigned	NA
k141_97287.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_975787.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_978659.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_9824.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_987511.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_993909.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_9942.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_996952.concoct_part_0	Caudovirales	100	Myoviridae	100
