Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
k141_2948806.concoct_part_2	Caudovirales	100	Siphoviridae	55.5555555555556
k141_2953167.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2953420.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2955991.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2957583.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_2958.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2959019.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_296229.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2963564.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2964853.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2966411.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2967060.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2968064.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2968107.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2968441.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2971944.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2973060.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2976346.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2976876.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2979145.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2979145.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_2987795.concoct_part_0	Caudovirales	100	Siphoviridae	55.5555555555556
k141_2987795.concoct_part_1	Caudovirales	100	Siphoviridae	63.6363636363636
k141_2987795.concoct_part_2	Caudovirales	100	Siphoviridae	70
k141_299013.concoct_part_0	Caudovirales	100	Unassigned	100
k141_2991819.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_299200.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2994952.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2996439.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2999850.concoct_part_0	Caudovirales	100	Siphoviridae	88.8888888888889
k141_3000945.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3003002.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3005366.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3006389.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3009696.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3010347.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_301078.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3016052.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_301734.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_301770.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3017899.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_301852.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_301946.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_301946.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_3020799.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3021073.concoct_part_0	Caudovirales	100	Myoviridae	40
k141_3023168.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3023844.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3032415.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3032632.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3033341.concoct_part_0	no_order_Inoviridae	100	Inoviridae	100
k141_3034817.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3035708.concoct_part_0	Caudovirales	100	Podoviridae	75
k141_3038184.concoct_part_0	Caudovirales	100	Podoviridae	40
k141_3049022.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3056734.concoct_part_0	no_order_Poxviridae	100	Poxviridae	100
k141_3067277.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3067426.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3076684.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3077359.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3077464.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3079818.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_3081131.concoct_part_0	Caudovirales	100	Siphoviridae	62.5
k141_3084325.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3084682.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3088451.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_3088451.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_3088451.concoct_part_2	Caudovirales	100	Siphoviridae	100
k141_3088451.concoct_part_3	Caudovirales	100	Siphoviridae	80
k141_309033.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3091822.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3092662.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3093929.concoct_part_0	no_order_Polydnaviridae	100	Polydnaviridae	100
k141_3100743.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3101963.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3111695.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3111812.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3111812.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_3111812.concoct_part_2	Caudovirales	100	Siphoviridae	100
k141_3116942.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_311781.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3118042.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3120637.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3122773.concoct_part_0	Herpesvirales	100	Alloherpesviridae	100
k141_3131913.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3132700.concoct_part_0	Caudovirales	100	Siphoviridae	77.7777777777778
k141_3146845.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3152361.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3152774.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3153721.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3167029.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3167495.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3167605.concoct_part_0	Caudovirales	100	Unassigned	40
k141_3168534.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3176013.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3176205.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3177998.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3183351.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3190962.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_319227.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3198234.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3201317.concoct_part_0	Caudovirales	50	Siphoviridae	87.5
k141_3204153.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3206346.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3206574.concoct_part_0	Caudovirales	50	Unassigned	NA
k141_3206865.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_3208774.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3211111.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3212852.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3213484.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3217829.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3218535.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_322106.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3228057.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3229918.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3230449.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_323178.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3232134.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3232278.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3233851.concoct_part_0	Caudovirales	50	Siphoviridae	50
k141_3236655.concoct_part_1	Caudovirales	50	Siphoviridae	50
k141_3237278.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_323827.concoct_part_0	Caudovirales	100	Myoviridae	37.5
k141_32387.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3240812.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3248328.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_325003.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3257385.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3258628.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3264829.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3265446.concoct_part_0	Caudovirales	50	Myoviridae	50
k141_3266526.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3271447.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3272519.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3273608.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3273654.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_327411.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3276953.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3277106.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3277753.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_327999.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_328762.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3288364.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_32901.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_32901.concoct_part_3	Caudovirales	100	Myoviridae	100
k141_3290656.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3291146.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3292490.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3301903.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3310647.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3310647.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_3310647.concoct_part_2	Caudovirales	100	Siphoviridae	100
k141_3310647.concoct_part_3	Caudovirales	100	Siphoviridae	100
k141_3311313.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3321088.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3322903.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3322990.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3325163.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3325754.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3328853.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3330102.concoct_part_0	Caudovirales	100	Siphoviridae	91.6666666666667
k141_3331350.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3335072.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3338525.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3341623.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3343138.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3343766.concoct_part_0	Caudovirales	100	Unassigned	100
k141_3347742.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3348316.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_334893.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3349437.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3350376.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3350932.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3351648.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3352148.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3355335.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3357628.concoct_part_0	Caudovirales	100	Unassigned	100
k141_3361088.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3361435.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3363748.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3366827.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3366960.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3368981.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3375177.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3377383.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_337813.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3378985.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3379283.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3383177.concoct_part_0	no_order_Iridoviridae	50	Iridoviridae	50
k141_338538.concoct_part_0	Caudovirales	100	Siphoviridae	85.7142857142857
k141_3387058.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3390841.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3394673.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_339630.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3398216.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3398314.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3398690.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3399076.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3399351.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3402188.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3403927.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3405106.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3406651.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_340921.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3409821.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3412324.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3412781.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3415641.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3417244.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3432610.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_344489.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3445218.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3447050.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_345157.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3451648.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3452622.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3454184.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3454603.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3456265.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3459529.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3461923.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3465799.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_34663.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3471668.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3474859.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3476429.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3477524.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3478452.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3478907.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3484318.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3486947.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3487246.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3487494.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_34885.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3489642.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_3490345.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3497895.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_349890.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3499683.concoct_part_0	Caudovirales	50	Myoviridae	66.6666666666667
k141_3500506.concoct_part_0	Caudovirales	100	Unassigned	40
k141_3505240.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3505264.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3505756.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3513861.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3515366.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3516928.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3518896.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3518974.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3520309.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3520629.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3521137.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3523291.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3528925.concoct_part_0	no_order_Inoviridae	100	Inoviridae	100
k141_3531711.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3534921.concoct_part_0	Caudovirales	100	Unassigned	100
k141_3537623.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_3540069.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3544028.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3546351.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3547232.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3550320.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3550676.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3553187.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3553420.concoct_part_0	Caudovirales	100	Siphoviridae	50
k141_3554758.concoct_part_0	Caudovirales	100	Unassigned	100
k141_3556734.concoct_part_0	Caudovirales	100	Unassigned	100
k141_35577.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3562658.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3563777.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3569306.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3571638.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_357519.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3578260.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3578990.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3579046.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3580011.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3581449.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3587373.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3589356.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3589838.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3590782.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3591221.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3594725.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3598391.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3598984.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3601326.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3604369.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_3604726.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3617199.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3619182.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3620410.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3620695.concoct_part_0	Caudovirales	50	Siphoviridae	80
k141_3620846.concoct_part_0	Caudovirales	50	Siphoviridae	80
k141_3621843.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3622493.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_362325.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3627739.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3628328.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3634076.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3634572.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3640349.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3648016.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3653777.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3658775.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3660030.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3660241.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3662517.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3663853.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_3665102.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3669095.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3669752.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3670328.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3675630.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3677896.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3681861.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3686694.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3690180.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3693876.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3699659.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3703937.concoct_part_1	Caudovirales	100	Siphoviridae	92.3076923076923
k141_3707009.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3708366.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3708638.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3709055.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3711123.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3712553.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_371475.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3715246.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_37154.concoct_part_0	Caudovirales	100	Unassigned	100
k141_3720830.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3725460.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3726442.concoct_part_0	no_order_Phycodnaviridae	66.6666666666667	Phycodnaviridae	50
k141_3728879.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3731074.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3731895.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3732567.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3736673.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3739503.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3740335.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_374161.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3744077.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3744273.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3746371.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3746393.concoct_part_0	Herpesvirales	100	Herpesviridae	100
k141_3746519.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_37475.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3747971.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3749160.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3750412.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3750667.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3750978.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3751551.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3752422.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3757286.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3757315.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3758884.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3760133.concoct_part_0	Herpesvirales	100	Herpesviridae	100
k141_3763093.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3763357.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3764967.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3765606.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3775266.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3775662.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3775692.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3779112.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3781195.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3781751.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3783335.concoct_part_0	Caudovirales	100	Unassigned	100
k141_3784708.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3785757.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3789484.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3789484.concoct_part_1	Caudovirales	50	Unassigned	33.3333333333333
k141_3789484.concoct_part_2	Caudovirales	100	Siphoviridae	100
k141_3789484.concoct_part_5	Caudovirales	100	Siphoviridae	100
k141_3789484.concoct_part_6	Caudovirales	100	Siphoviridae	71.4285714285714
k141_3790978.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3793739.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3794245.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3795492.concoct_part_0	Caudovirales	100	Unassigned	100
k141_3796217.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3796596.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3796766.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3804618.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3805533.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3806085.concoct_part_0	Caudovirales	100	Siphoviridae	71.4285714285714
k141_3812237.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3814944.concoct_part_0	Caudovirales	100	Siphoviridae	77.7777777777778
k141_3814944.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_3814944.concoct_part_2	Caudovirales	100	Siphoviridae	91.6666666666667
k141_3814944.concoct_part_3	Caudovirales	100	Siphoviridae	93.3333333333333
k141_3815337.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3815750.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3816767.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3821365.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3826451.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3828945.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3833453.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3837101.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3839746.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3841344.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3844637.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3846388.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3846458.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3847142.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3847391.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3847710.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3851880.concoct_part_0	Herpesvirales	100	Herpesviridae	100
k141_3855275.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3862924.concoct_part_0	Caudovirales	100	Podoviridae	100
