,ANT(9)-Ia,tet(L),tetO,catQ,AAC(6')-Ic,MexB,AAC(6')-Ie-APH(2'')-Ia,ErmF,ErmT,ErmC,ErmX,tet(K),MexC,MexD,OprJ,SAT-4,ceoA,ceoB,APH(6)-Id,opcM,rosB,ANT(2'')-Ia,acrB,Escherichia coli acrA,kdpE,msbA,mdtH,ugd,mdtA,mdtB,mdtC,yojI,emrR,bacA,acrS,acrE,mdtM,SHV-16,tet(J),CfxA2,tet(G),smeA,smeB,smeC,smeS,smeR,AAC(6')-Iy,aadA2,farA,farB,mtrD,mtrC,Mef(En2),ErmB,ACC-3,cmx,TriA,TriB,TriC,OprM,fosA,PmpM,Pseudomonas aeruginosa soxR,MexE,MexF,OprN,OpmB,MuxC,MuxB,MuxA,arnA,mexK,mexJ,mexL,ArmR,mexG,mexH,opmD,mexV,mexW,OpmH,Pseudomonas aeruginosa emrE,AAC(3)-Ia,IND-3,mphB,dfrA16,patB,patA,pmrA,mefE,adeB,sdiA,aadA10,sul2,mel,Streptococcus agalactiae mprF,tet(A),tet37,dfrC,lsaA,Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin,Enterococcus faecium chloramphenicol acetyltransferase,catB2,oqxA,oqxB,OXA-85,tet(41),OXA-50,norA,TEM-126,aad(6),mepA,tet(38),macA,macB,Staphylococcys aureus LmrS,tet(39),adeJ,adeK,lnuC,qacH,arlS,Enterobacter cloacae acrA,APH(3'')-Ib,Acinetobacter baumannii AbaF,mecR1,mdtG,aadA13,PC1 beta-lactamase (blaZ),OXA-114a,FosA2,dfrA27,arr-3,aadA16,tet32,Acinetobacter baumannii AbaQ,adeI,aadA12,PDC-8,Acinetobacter baumannii AmvA,CfxA6,ANT(4')-Ib,hmrM,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,lsaC,sul1,CTX-M-110,CrpP,tetA(46),tetB(46),ACT-10,basS,Escherichia coli mdfA,ramA,GES-21,catB3,mecA,APH(3')-IIIa,adeN,ANT(6)-Ia,Chryseobacterium meningosepticum BlaB,MIR-14,RlmA(II),FosA5,AAC(6')-Ib7,adeL,bcr-1,gadW,tetA(60),tetB(60),qnrE1,lmrD,mphA,emrK,emrY,Staphylococcus aureus norA,marA,baeS,baeR,emrA,SRT-1,mexX,mexY,mphC,H-NS,evgA,cpxA,mgrA,mepR,emeA,tet(B),mexM,mexN,mexP,mexQ,opmE,gadX,mdtE,CRP,mdtP,mdtO,mdtN,eptA,pgpB,Klebsiella pneumoniae KpnE,Klebsiella pneumoniae KpnF,Escherichia coli ampH,CTX-M-137,Klebsiella pneumoniae OmpK37,tetW,catI,msrA,catS,mupA,APH(3')-IIb,mtrE,tetQ,BRO-2,L1 beta-lactamase,smeD,smeE,smeF,Klebsiella pneumoniae acrA,Erm(33),aphA15,APH(3')-Ia,fusC,amrA,IND-6,aadA6,adeF,SHV-100,tetM,dfrA22,Escherichia coli ampC1 beta-lactamase,efrB,ICR-Mc,OprZ,AxyX,Klebsiella pneumoniae KpnG,Staphylococcus aureus FosB,dfrE,MexA,Pseudomonas aeruginosa catB7,mexI,Escherichia coli ampC,Corynebacterium striatum tetA,Pseudomonas aeruginosa CpxR,arlR,MCR-9,efrA
TBS160,0,0,0,0,0,50.19824909,0,0,0,0,0,0,105.8296144,18.06609635,34.93052397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.24331223,59.44779395,84.75071145,68.59476286,119.0038543,93.72897652,14.33986448,82.6240107,82.89969022,66.18053069,94.6424627,142.912102,49.54295363,39.47638391,74.09925954,74.89653399,76.61684592,122.6131722,38.30792369,0,0,0,79.51821748,68.03015585,15.09591783,55.02795668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61232863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49045842,0,0,0,0,0,0,0,0,0,0,0,0,115.0799274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.70148402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.09317186,105.3124116,0,0,0,0,0,0,0,0,69.21242125,63.85287164,73.02912649,120.0705417,108.9193756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2487785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.71099532,27.83988117,0,0,0,94.90785602,0,0,0
TBS165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.440699915,0,0,0,0,0,0,0,0,37.90544754,17.23826322,34.89642209,14.21461999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77717073,52.10472664,41.8893302,0,0,0,0,0,5.019313231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.282613773,38.48186365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.426733694,0,0,0,0,15.81447313,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27858988,0,0,0,0,0,7.024079458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.34037058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.6974634,91.88018774,29.20512269,0,0,0,0,0,9.949500302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.4291775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87557105,0,0,0,0,0,0,0,0,0,0,0,0,53.0103224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS365,0,0,0,0,16.38718034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.76352295,0,0,0,0,0,0,0,0,0,0,0,1.878361854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44343277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573200164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.332049262,0,0,0,0,0,0,0,0,0,6.525965757,0,0,0,0,0,0,0,0,0,0,0,0,0,8.304187432,0,0,0,192.7992931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46210225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.20756783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS387,0,0,0,0,193.6304151,0,0,0,0,0,0.284885969,0,0,0,0,0,0,0,0,0,43.13026642,0,0,0,0,0,0,0,0,0,0,0,0.966927897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293114789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813703267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638740459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.5379607,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482430577,0,0,0,184.8816711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.650703578,0,0,0,0,0,0
TBS396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.085249536,13.52784218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.4289991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.569921965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85176946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.20688345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS425,0,0,0,0,0,100.3851615,0,0,0,0,0,0,70.08324605,58.72514474,48.64252091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.904179,80.43386958,81.20285575,112.7769096,47.27280803,42.89816524,62.76568757,64.41978087,42.03126566,60.45886536,76.34444592,32.91632467,38.17594896,32.15261069,68.2859876,83.99467428,85.73483659,88.27817177,47.7263182,66.15443238,106.2760542,74.86459255,62.38331738,62.26412628,95.3462352,135.2981514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.09887629,0,0,0,0,0,0,0,0,230.701236,0,0,0,98.70913506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.93633218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.03372999,43.03953331,0,0,0,0,0,0,0,0,63.30582486,114.1267483,37.37148173,112.0938524,76.12570001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6844687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.1727743,102.5855079,83.76876126,0,0,102.3259346,0,0,0
TBS435,0,0,0,0,37.68507972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.385883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS442,0,0,0,0,0,0,0,0,0,0,57.33123144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.95456085,19.07859396,0,0,0,0,0,6.464544662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.1088778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86810719,19.07859396,0,0,0,0,0,0,0,0,0,0,0,0,12.47816197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93869747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS467,0,0,291.1091375,0,0,0,0,0,0,0,10.91594918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.073544946,0,0,0,0,0,0,198.2659148,348.4652283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS468,0,0,0,0,0,43.76424982,0,0,0,0,7.753258747,0,94.04236067,100.5149549,56.73833841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62127053,53.10208167,0,0,0,0,0,0,0,0,0,0,57.51960617,39.13572356,28.62978913,14.7642463,19.77065784,35.85475115,198.1395227,84.89325645,33.77505045,45.1656875,79.00739565,45.10787674,37.00520513,18.2141449,29.02236102,48.78370034,52.37861332,0,130.2452362,0,59.63992366,84.12908241,87.11992507,41.82511094,56.80445127,0,198.9349182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.08371307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.929857328,0,0,0,0,0,0,0,0,0,42.99721855,0,0,0,0,0,0,0,0,0,0,17.46542823,0,0,0,69.17367306,0,0,0,0,0,0,0,0,0,0,0,7.615594242,0,0,0,7.333225326,0,0,0,0,0,0,0,0,103.0311441,148.347509,82.79768648,12.77229735,73.45234034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.62748521,0,0,0,0,0,7.910020267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.06115408,81.21489542,69.44045881,0,0,97.07871143,0,0,0
TBS469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38707628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS479,0,0,0,0,0,0,0,0,0,123.1987842,0,106.8091374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.56766572,28.56766572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3957893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.00187138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2676692,0,0
TBS480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.6742898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78716938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.99527521,0,0,0,0,0,91.03368258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56776422,0,0,0,0,0,0,0,0,0,0,0,0,0,39.19687178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.94841611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.60468925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.40758129,0,0,0,0,0,0,0,0,0,0,0
TBS488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.7853442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.546781207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.919606148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS516,0,0,33.55901191,0,0,0,0,0,0,0,2.237684636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312684678,0,0,0,9.247151296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.85873057,41.70418965,30.60653775,0,0,0,0,0,4.988504424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068220784,7.132104217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.079007961,0,0,0,0,0,0,0,25.51034438,0,0,0,0,0,7.346520123,12.66998588,0,0,0,0,0,0,0,0,0,0,0,0,15.94317037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.752356019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505861898,2.40394587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8094717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
