,ANT(9)-Ia,tet(L),tetO,catQ,AAC(6')-Ic,MexB,AAC(6')-Ie-APH(2'')-Ia,ErmF,ErmT,ErmC,ErmX,tet(K),MexC,MexD,OprJ,SAT-4,ceoA,ceoB,APH(6)-Id,opcM,rosB,ANT(2'')-Ia,acrB,Escherichia coli acrA,kdpE,msbA,mdtH,ugd,mdtA,mdtB,mdtC,yojI,emrR,bacA,acrS,acrE,mdtM,SHV-16,tet(J),CfxA2,tet(G),smeA,smeB,smeC,smeS,smeR,AAC(6')-Iy,aadA2,farA,farB,mtrD,mtrC,Mef(En2),ErmB,ACC-3,cmx,TriA,TriB,TriC,OprM,fosA,PmpM,Pseudomonas aeruginosa soxR,MexE,MexF,OprN,OpmB,MuxC,MuxB,MuxA,arnA,mexK,mexJ,mexL,ArmR,mexG,mexH,opmD,mexV,mexW,OpmH,Pseudomonas aeruginosa emrE,AAC(3)-Ia,IND-3,mphB,dfrA16,patB,patA,pmrA,mefE,adeB,sdiA,aadA10,sul2,mel,Streptococcus agalactiae mprF,tet(A),tet37,dfrC,lsaA,Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin,Enterococcus faecium chloramphenicol acetyltransferase,catB2,oqxA,oqxB,OXA-85,tet(41),OXA-50,norA,TEM-126,aad(6),mepA,tet(38),macA,macB,Staphylococcys aureus LmrS,tet(39),adeJ,adeK,lnuC,qacH,arlS,Enterobacter cloacae acrA,APH(3'')-Ib,Acinetobacter baumannii AbaF,mecR1,mdtG,aadA13,PC1 beta-lactamase (blaZ),OXA-114a,FosA2,dfrA27,arr-3,aadA16,tet32,Acinetobacter baumannii AbaQ,adeI,aadA12,PDC-8,Acinetobacter baumannii AmvA,CfxA6,ANT(4')-Ib,hmrM,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,lsaC,sul1,CTX-M-110,CrpP,tetA(46),tetB(46),ACT-10,basS,Escherichia coli mdfA,ramA,GES-21,catB3,mecA,APH(3')-IIIa,adeN,ANT(6)-Ia,Chryseobacterium meningosepticum BlaB,MIR-14,RlmA(II),FosA5,AAC(6')-Ib7,adeL,bcr-1,gadW,tetA(60),tetB(60),qnrE1,lmrD,mphA,emrK,emrY,Staphylococcus aureus norA,marA,baeS,baeR,emrA,SRT-1,mexX,mexY,mphC,H-NS,evgA,cpxA,mgrA,mepR,emeA,tet(B),mexM,mexN,mexP,mexQ,opmE,gadX,mdtE,CRP,mdtP,mdtO,mdtN,eptA,pgpB,Klebsiella pneumoniae KpnE,Klebsiella pneumoniae KpnF,Escherichia coli ampH,CTX-M-137,Klebsiella pneumoniae OmpK37,tetW,catI,msrA,catS,mupA,APH(3')-IIb,mtrE,tetQ,BRO-2,L1 beta-lactamase,smeD,smeE,smeF,Klebsiella pneumoniae acrA,Erm(33),aphA15,APH(3')-Ia,fusC,amrA,IND-6,aadA6,adeF,SHV-100,tetM,dfrA22,Escherichia coli ampC1 beta-lactamase,efrB,ICR-Mc,OprZ,AxyX,Klebsiella pneumoniae KpnG,Staphylococcus aureus FosB,dfrE,MexA,Pseudomonas aeruginosa catB7,mexI,Escherichia coli ampC,Corynebacterium striatum tetA,Pseudomonas aeruginosa CpxR,arlR,MCR-9,efrA
DU0089,0,0,41.62486364,0,0,0,0,0,0,0,74.43512102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.17721303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.32002505,9.550921944,19.0326602,0,0,0,0,0,25.69201053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73205642,33.4282268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.290817586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64032034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.03598091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.48736863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.738462782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91562137,26.31308156,22.69445147,0,0,0,0,0,4.108984401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.894377,0,0,0,0,0,7.569300428,6.578270391,0,0,0,0,0,0,0,0,0,0,0,0,3.502358313,0,0,0,0,0,3.289135195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT103,0,50.96947464,0,0,0,0,0,0,0,0,0,0,11.20860538,19.48231074,40.31932592,0,0,0,0,0,0,0,0,0,50.43498883,0,22.72010056,7.417103991,0,0,0,0,0,0,0,0,22.41721076,0,0,0,0,0,0,0,0,0,61.27068414,0,0,0,0,0,0,0,0,0,22.18065218,41.25915753,0,0,0,22.38736536,0,22.40228806,0,0,0,13.7956782,0,0,22.41721076,0,0,36.81308437,0,0,65.82358625,0,0,0,0,0,0,0,30.26771797,0,0,0,0,0,0,30.53954487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15966296,0,0,0,41.60237516,0,0,0,0,0,0,0,0,0,0,0,0,71.61712883,0,0,0,0,0,0,0,0,0,0,0,0,108.1031955,0,0,0,0,0,0,0,0,0,0,33.08670525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86689155,0,49.7333519,0,0,0,10.96021073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.61869197,0,0,0,0,0,0,0,25.42223918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.42288032,11.20860538,0,0,0,0,0,0,0,0,26.2376196,0,0,0,0,0,0
IT11,0,0,0,0,0,10.76126078,0,0,0,0,0,0,0,0,21.18692228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.377046224,10.66886777,0,0,10.76126078,0,0,0,0,0,0,9.336972123,9.873375655,21.26366832,10.76842911,0,0,0,0,0,10.18459862,10.10812916,0,0,68.87634899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.837302429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78961284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.377046224,10.6547948,0,0,0,0,0,0,0,0,0,0,9.819368111,6.130685187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37239659,0,0,227.3764334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.1435438,0,0,0,0,0,5.384214557,0,0,0,0,0,0,0,0
IT148,0,0,0,0,0,37.71534773,0,0,0,0,0,0,20.65722858,0,57.79481061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.18666136,42.56430247,53.43538726,85.69546094,61.98106995,54.08214368,30.55588532,63.46834287,69.24221264,42.53867148,43.18974243,67.65722415,96.97910154,27.53634937,49.59771618,47.18752157,69.80466298,51.54978366,41.34366925,151.8943507,85.86742016,64.38386236,112.6149444,58.24661472,79.75626617,105.3144077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00866933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.65327696,0,0,0,83.78700696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.29003638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8539235,0,0,0,0,0,0,0,0,42.88683236,44.02040833,57.78709053,87.93763238,32.83222432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.88930767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.68297064,92.28731521,65.58666832,0,0,33.05108991,0,0,0
IT173,0,0,0,0,0,63.98632674,0,0,0,0,0,0,44.2085026,64.55077658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.28358079,22.29842441,55.70156962,39.80276665,0,22.29842441,0,76.95312681,9.537294932,43.25577694,11.13436858,31.77572661,0,0,0,43.98958626,11.14921221,98.23964889,0,0,9.459385648,22.26873716,20.39515827,116.888969,22.28358079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.15727092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.34617026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.29842441,0,0,0,0,0,0,0,0,0,22.29842441,0,25.42849041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.62885921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1087881,0,94.51620059,0,0,0,0,0,0
IT197,0,0,0,0,0,0,0,0,0,0,0,0,15.05293974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.08690183,0,0,0,0,0,0,0,0,0,0,0,20.40340327,7.531483431,15.04293928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05293974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9991863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511455849,29.33882441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91138767,0,9.626097055,0,0,0,0,0,0
IT202,0,0,7.139713282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.44366149,14.27942656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.26041549,0,0,0,0,0,8.323295522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.32601724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT222,0,0,0,0,0,35.19575249,0,13.16320044,0,0,0,0,52.73419889,17.54346808,39.3189472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.81457346,61.99992194,64.78059541,104.8895731,0,44.03873485,0,9.014569883,35.34386144,57.05657017,31.65949431,54.73972487,43.5505413,13.17164275,38.33148985,43.92370363,30.60752991,126.220722,0,68.44076347,35.89520672,82.89136925,43.82718528,66.9376609,35.02678205,115.0178985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.528960683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.593483501,0,0,0,12.56973058,0,0,0,0,0,0,0,0,99.09577582,0,0,0,87.7535941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.17152442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.703622111,30.63197638,0,0,0,0,0,0,0,0,53.86247467,56.36233463,13.09474854,30.10807523,35.67048497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.21714346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.44526658,33.07200162,8.122389464,0,0,26.85562431,0,0,0
IT226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74333676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57606208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT230,0,0,0,0,53.01755624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9182426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68962116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT236,0,0,0,0,0,52.73602198,0,0,0,0,0,0,50.76237207,68.2028916,113.1711436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.53468039,12.26987024,98.07237581,59.46583493,170.0033919,46.68663117,0,24.64301115,51.39924769,28.45466306,30.66499442,32.2274986,32.71691702,36.26214406,42.32437148,73.10598096,38.96036424,35.0639291,160.5727376,0,0,0,86.97854882,21.89911445,78.80364755,56.35272214,0,0,0,0,8.77669708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09689302,0,0,0,0,0,0,0,0,0,0,0,0,0,14.11213001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72438081,0,0,0,8.173145779,0,0,0,0,0,0,7.603220933,0,59.52443522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75059519,38.67837252,0,0,0,0,0,0,0,0,34.6531755,72.29178671,67.26067699,40.22178144,109.7593925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.746282706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6060514,27.84192273,0,0,0,79.72606875,0,0,0
IT254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.20578966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72319436,20.08966264,0,0,0,0,0,4.580239709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.24128061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT257,0,0,0,0,0,0,0,0,0,0,0,0,42.25960583,0,13.93305751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.52952721,21.00773956,55.20247716,6.364360275,110.0165093,89.93710579,0,0,0,0,40.71075987,5.623554578,64.94886549,13.70964055,28.80252187,28.03488367,13.15910262,43.8288996,108.3732437,88.88940859,99.04336521,69.44494456,14.52744658,56.48957094,35.70149311,161.7603203,0,0,0,0,0,13.70525319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.74565362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.67979618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.254052651,50.43980262,0,0,0,0,0,0,0,0,0,56.1558919,20.81558066,25.55797851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.97405527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.17843365,0,46.46273699,0,0,21.37061566,0,0,0
IT261,0,0,0,0,0,35.39506074,0,0,0,0,0,0,14.19122288,43.54537836,28.05414102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56959943,14.56959943,75.99599338,7.275101019,0,27.4861281,76.0463325,47.79849126,0,43.13881021,0,15.56080305,57.25655871,21.85439915,14.55022783,68.29280603,40.94501099,71.59713135,299.7046834,67.33868036,56.62123918,77.5901479,68.69963632,35.61468315,54.28368995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78645526,0,0,0,0,0,0,0,0,0,0,0,0,27.28419391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.10045009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1361549,0,0,0,0,0,0,0,0,14.11789375,43.68940091,35.80034259,59.75483044,40.04697828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.96824957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43612775,89.3486837,44.95344529,0,0,0,0,0,0
IT271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.452279802,0,16.9045596,0,0,0,0,0,0,14.44042539,0,0,0,0,0,31.44598436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.79786617,15.18396513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.643626997,16.89330657,0,0,0,0,0,0,0,20.12390793,0,0,0,0,11.05625672,0,0,0,15.20216889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT309,0,0,0,0,0,0,0,0,0,0,92.08206589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07729759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.55010157,58.69944303,9.791914243,0,0,0,0,0,31.6223831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.778877671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT311,0,0,2.960830475,0,0,0,0,10.17647499,0,0,46.47835134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.808033805,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771407882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.89580996,52.45289169,72.04935368,0,0,0,0,0,19.27728696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.469468959,8.63391433,0,0,0,0,0,0,0,0,0,0,0,0,19.51052858,0,0,0,0,0,2.724722811,2.765435326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT315,0,0,0,0,0,69.55972158,0,13.31032429,0,0,0,0,19.18137537,40.25839684,28.25057284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.96438875,13.25628527,80.14263055,63.8533488,0,27.36670761,63.68128769,36.40037281,55.91808167,42.14979066,14.5001896,35.96519135,46.99531061,18.57364717,36.52814162,47.40371201,28.99394421,111.4252923,0,42.67345513,80.28804715,64.71395101,70.36817914,42.42453121,67.60968785,142.7124149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.80472185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0331247,0,0,0,0,0,0,0,0,0,0,8.672494352,0,70.99043434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.10791495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4900454,0,0,0,0,0,0,0,0,9.660358072,32.21880263,38.05099027,47.60114692,22.95715878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.59633983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2701729,53.72562657,28.23811524,0,0,40.52609811,0,0,0
IT323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.69609791,45.72415388,11.45516552,0,19.98386467,0,0,0,0,0,65.82955012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.58502582,0,0,0,0,0,0,0,0,0,0,0,55.40343644,72.47593414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.654004349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.54999481,0,0,0,0,0,0,0,19.99709386,0,0
IT337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
