Class	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	Ex	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	Ex	Ex	NonEx	Ex	FreqEx	NonEx	FreqEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	FreqEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	NonEx	Ex	FreqEx	Ex	Ex	NonEx	NonEx	FreqEx	NonEx	FreqEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	FreqEx	Ex	FreqEx	FreqEx	FreqEx	FreqEx	Ex	Ex	FreqEx	FreqEx	FreqEx	Ex	FreqEx	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	Ex	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	NonEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	Ex	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	NonEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx
Neisseria	0	1	0	2735	7801	0	55	10	55	1	8	4	2	2	467	6	7	658	14	6	24	2	76	14	89	1033	226	19	2168	20	2	236	46	653	162	2	49	39	1	5	3	678	75	42	137	35	11	32	88	3	144	2	186	1082	11	3	276	255	7151	17	496	20	13	133	2800	39	3	79	6	14	7	3	285	2	8	1533	323	2	2	2429	50	3	1495	8	4	550	743	6	1	0	1764	545	222	36	1228	0	2	345	6	78	0	2	7	2073	25	2067	1961	46	23	6644	9	68	199	112	588	3	0	16	59	1657	1	49	9	69	2755	21	446	8	108	351	83	415	496	40	359	672	3695	546	9	718	642	1925	135	110	1464	2	3251	111	1	0	69	0	36	14	8	8	494	2220	1	66	80	1	0	8	2705	0	10	853	7979	2	8	109	46	14	467	110	9	230	8	7470	8	704	1433	350	2754	40	1	2295	5	5	19	11	1	1259	139	139	1474	3	111	13	469	3899	741	37	45	320	417	196	7	14	7	214	171	20	23	803	306	249	64	12	813	1006	2	10	73	137	66	410	6	4	43	0	40	27	0	5571	381	79	3	5	5191	24	2103	1	201	31	168	37	7	125	40
Desulfomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2656	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	0	0	0	39	82	0	3	0	10	0	0	0	109	0	169	0	0	15	6	0	7	49	2	13	0	7	74	1	24	4	0	58	10	7	28	17	14	18	13	0	27	3	16	6	32	2	0	15	65	20	32	1	9	132	2	1	28	47	8	7	50	1	0	40	145	101	0	48	14	53	0	0	737	2	327	126	401	1	0	0	170	0	104	6	0	10	10	0	133	7	182	6	98	8	14	2	0	0	13	2	0	2	0	156	0	120	144	4	20	58	6	19	18	6	72	8	0	1	43	111	0	18	0	1	80	29	143	4	137	80	20	161	37	955	43	23	110	57	4	3	364	39	6	1	88	1	49	4	47	0	0	0	7	0	0	5	11	7	2	14	0	0	5	22	76	0	0	5	118	1	0	1	0	0	781	0	4	476	4	65	0	172	97	18	97	0	1	16	8	0	0	1	0	88	487	1	4	1	184	254	84	166	13	0	0	11	1	2	0	0	822	20	8	1186	79	158	2	5	15	201	699	18	5	0	5	1156	12	154	0	37	35	1	72	0	0	128	207	39	6	0	1116	20	564	3	58	9	7	2	0	76	0
Enterobacter	0	0	0	0	2	0	0	2	0	0	0	0	2	0	4	0	0	2	34	0	3	0	0	0	0	0	2	1	0	4	2	0	1	0	0	0	0	1	0	0	1	0	0	1	5	0	0	0	0	0	6	3	5	2	0	0	0	0	1	0	3	0	0	0	0	2	6	0	0	0	0	2320	12	0	0	0	0	0	0	53	2	0	2	0	0	3	0	1	0	3	0	2	0	0	1	2	0	3	64	0	0	0	0	0	0	3	0	13	0	0	13	0	0	13	2	0	0	12	0	0	10	0	2	0	0	0	1	2	4	0	15	0	2	0	0	0	1	1	0	6	0	13	0	0	4	0	1	0	0	23	0	21	0	0	0	2	2	0	4	4	0	0	37	1	0	1	0	0	0	0	0	3	0	0	0	12	0	1	3	0	0	0	5	27	0	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	3	4	0	0	1	3	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	1
Escherichia	8	0	0	18	7	0	25	36	4	0	2	0	16	0	12	0	0	13	130	20	14	20	22	33	3	39	55	35	16	60	48	6	39	9	27	33	7	21	9	2	24	13	28	512	49	18	3	10	20	9	19	22	16	38	12	7	11	9	8	16	13	8	17	3	13	13	6	40	7	8	27	291	16	8	14	10	19	11	14	32	14	1	42	11	14	24	12	8	17	3	8	12	6	14	25	5	4	14	204	2	3	2	8	9	12	805	16	142	1	6	58	28	16	107	8	12	0	121	20	4	130	6	892	6	9	19	15	12	28	20	141	11	9	10	22	30	6	15	8	10	21	68	3	4	11	15	22	13	71	185	10	136	27	30	9	91	7	5	8	116	12	3	172	35	30	7	0	4	8	16	12	48	9	11	14	15	6	31	62	27	10	16	30	113	9	15	0	12	9	0	0	9	0	11	12	593	9	5	23	3	10	13	11	3	8	1	7	3	6	0	7	1303	25	13	16	10	18	15	25	21	12	8	11	9	16	12	18	13	6	34	9	0	103	14	2	7	18	9	7	3	6	15	11	14	6	4	2	8	3	23	24
Klebsiella	7	5	0	6	6	2	328	1407	10	0	28	2	22	1	186	5	5	6	6711	8	126	5	16	4	40	18	3	7	59	11	423	9	2	12	102	105	7	0	1	4	9	3	3	47	27	302	198	22	8	298	4	10	239	13	196	176	20	7	0	245	19	3	6	7	12	29	93	7	4	9	91	425	17	3	226	3	11	81	124	941	354	29	15	43	10	498	274	1	0	35	29	455	23	10	285	3	8	25	10110	12	2	1	3	57	105	100	2	8692	7	6	4472	2	0	6204	14	2	0	7392	12	18	8708	3	463	447	28	39	6	375	54	368	6619	5	12	4	1	8	13	8	553	23	4	236	13	0	21	357	28	18	5	203	7	157	0	458	9	7	0	16	16	572	5	4	3977	7	4	8	4	3	5	431	0	1	9	0	3	75	10	44	0	5	457	0	27	8105	74	502	0	15	89	4	3	0	2	85	16	29	4	2	136	2	72	74	149	6	3	50	196	10	23	0	5	40	502	1	55	6	233	0	31	0	28	51	1	0	6	4	8	7	216	3	15	5	113	0	0	2	2	6	5	0	5	2	3	153	8	2	2	3	6	37	2
Raoultella	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1333	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella	0	0	0	3	8	0	2	7	0	0	2	0	4	1	7	0	0	1	32	2	8	9	0	8	0	2	3	4	7	19	10	8	1	3	5	4	0	7	10	0	12	1	2	935	4	2	0	2	2	10	0	11	3	3	0	5	0	4	4	0	6	0	6	0	7	3	4	0	49	5	2	159	1	0	12	5	2	1	0	16	10	1	0	0	1	11	1	1	23	1	0	2	7	3	9	1	0	0	65	2	4	0	0	3	3	15	6	45	3	8	30	2	0	29	1	0	0	29	5	1	32	0	15	1	3	5	4	0	8	2	22	3	3	1	7	2	2	4	4	28	4	27	0	4	11	1	2	4	4	69	0	78	2	1	8	7	5	6	3	15	2	2	45	6	12	0	0	0	4	0	0	12	0	4	1	0	3	17	3	11	2	5	4	34	12	1	0	4	5	0	0	1	0	6	6	13	5	3	11	0	3	3	6	0	0	0	7	6	4	0	0	24	4	7	4	7	0	0	1	1	3	2	2	0	0	6	18	0	1	12	1	3	63	5	2	1	0	2	0	0	6	5	2	2	6	0	2	1	0	16	0
Pantoea	0	0	0	3	5	0	0	13	0	0	0	0	0	0	2	0	0	0	5	4	0	1	0	11	0	0	8	15	6	7	0	1	7	5	9	0	0	6	0	0	6	0	3	2	1	1	0	0	0	0	10	7	0	2	0	0	2	0	0	1	0	0	0	0	1	0	0	10	0	0	0	24	0	0	0	6	4	0	0	2	1	0	2	0	0	3	1	0	0	0	3	1	0	0	3	0	0	0	19	0	0	0	0	1	1	8	2	21	0	6	2	12	8	18	0	4	0	15	19	0	12	0	0	0	1	0	22	0	0	1	13	2	5	0	8	0	7	6	1	0	11	8	0	0	2	5	0	0	3	72	0	57	17	1	13	0	0	2	2	3	0	0	7	31	3	4	0	0	0	0	22	11	0	2	0	0	0	3	7	7	0	2	0	5	0	0	0	4	0	0	0	1	0	2	1	13	4	0	3	0	3	6	4	0	3	1	1	5	0	0	0	5	1	0	0	1	1	0	0	1	1	8	0	0	0	0	16	2	0	2	8	0	63	2	0	1	0	0	0	0	2	0	16	3	2	0	0	0	0	0	7
Proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	747	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	6	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia	0	0	0	1	4	0	4	17	0	0	0	0	0	0	2	0	0	0	60	0	0	3	3	4	23	3	8	3	0	4	1	0	0	1	1	0	0	3	0	0	0	0	3	9	2	2	5	0	1	5	0	1213	2	19	0	2	0	0	0	5	0	0	0	0	0	2	60	1	0	0	1	9	0	0	8	3	0	0	0	12	5	0	4	0	0	3	7	0	0	0	1	7	0	0	3	4	0	8	52	1	0	0	0	3	7	2	0	49	0	1	20	4	2	19	0	0	0	35	5	0	68	0	4	4	2	4	0	6	1	7	41	0	0	0	3	0	2	0	6	3	1	3	0	53	7	5	11	0	6	13897	13	18414	4	8	47	0	8	2	20	209	1	7	23	6	0	24	1	11	3	8	28	16	0	40	29	12	29	1	4	2	7	0	2	42	3	9	0	0	0	0	0	0	0	0	0	0	3	0	1	0	40	3	2	0	0	0	1	0	0	0	1	0	10	1	0	1	3	0	0	2	1	0	39	2	5	0	3	3	2	205	2	13	5936	0	38	0	0	0	22	2	1	0	0	14	1	3	1	0	8	96	1
Aggregatibacter	5	0	0	73	223	0	0	10	0	0	0	0	1	0	49	0	0	11	0	6	0	0	8	22	0	6	109	7	188	15	0	4	5	47	7	0	0	3	0	0	5	5	52	7	19	1	0	1	2	0	17	0	0	89	0	0	139	1	2	4	3	0	1	1	1	6	0	12	0	2	0	0	262	1	11	67	292	0	0	0	5	0	170	0	0	8	0	0	0	0	5	2	20	1	20	0	0	0	0	0	0	0	0	13	0	15	52	0	0	82	0	11	4	0	0	0	0	2	282	206	0	0	0	2	57	0	50	0	2	36	5	7	6	5	18	6	43	10	4	14	171	117	13	8	9	0	10	2	0	0	3	0	5	1	6	0	4	0	0	8	4	1	0	23	54	0	0	0	16	0	0	16	3	0	0	0	0	8	3	82	0	23	112	70	155	0	0	30	0	0	0	0	0	15	20	0	26	0	6	0	34	1146	8	0	3	3	0	0	0	0	0	14	4	0	0	56	1	2	11	8	312	242	0	0	1	29	7	10	0	4	27	0	1	20	0	63	4	0	0	0	4	7	284	0	13	11	22	0	0	8	4
Haemophilus	0	31	0	1919	1354	7	1004	9471	1	3	6	11	20	1	135	6	14	1226	27	8236	261	91	64	16851	92	42	1440	9882	1241	4616	3	92	1669	4247	6104	3	131	164	23	5	11277	224	3276	90	151	29	9	56	3338	3	3357	1125	301	555	10	11	64	550	54	23	174	85	13	255	805	1684	10	14916	2	530	4	46	251	8	6	944	798	2	7	3	78	6	864	3	3	773	7	15	4	8	296	29	1652	469	901	0	95	14	20	7	0	3	4	441	25	3004	352	28	135	1952	17	16795	3354	41	90	574	13	1628	5174	1315	18	148	3	20	1710	36	5116	10	37	213	140	411	238	22	7472	63	1274	3197	69	237	1544	4245	224	39	232	9	90	200	108	20	401	17	11815	3	2540	20	95	39	6	45	2530	1	10	19750	2165	688	3	38	264	8	1111	16727	24	927	34	8	5	62	12907	2955	14	1692	779	87	600	5	5	1554	130	2	38	1122	7	1064	251	902	3284	5	2762	2	631	1711	366	14	234	109	84	47	1405	6	17	169	207	208	29	1098	141	283	8	17	313	1035	345	15	59	160	6559	381	9	3371	819	4	84	4996	31	572	248	377	11	6	54	109	2994	15	333	1800	456	19	202	50	2258
Pasteurella	0	0	0	10	9	0	2	15	0	0	0	0	1	0	0	1	0	5	2	33	0	0	2	55	0	2	7	57	5	34	2	4	30	28	27	0	0	3	0	0	51	2	49	6	1	0	0	2	9	0	22	7	3	12	0	0	0	6	1	0	5	0	0	0	5	1	1	50	0	2	0	1	12	0	0	9	13	0	0	1	0	0	10	0	0	19	0	0	0	0	0	0	7	6	6	0	0	0	2	0	0	0	0	6	0	5	1	1	3	9	0	74	47	0	1	4	0	10	46	11	0	0	0	0	11	0	47	0	2	1	0	0	3	2	28	2	7	8	2	1	13	25	2	0	2	1	0	0	0	0	11	0	58	0	7	0	3	2	0	0	8	0	0	71	18	1	0	0	4	0	11	71	0	4	0	0	4	1	59	19	0	3	6	7	7	0	0	17	3	0	1	5	0	10	3	3	13	0	3	1	11	10	3	0	6	2	1	0	1	0	0	2	1	0	2	7	1	6	0	0	30	9	3	0	3	3	55	4	0	25	1	2	0	17	1	7	4	3	0	0	5	3	40	0	4	22	0	0	1	3	36
Moraxella	0	11	0	0	0	0	2331	0	9	0	4	1	0	2	2	0	6	2081	1	6	1	8	0	0	0	3	1605	1360	1	10522	0	1	347	1	0	0	0	635	1	0	1	0	35	6	24812	5	2	0	36	0	8	0	413	17	0	0	0	5	4	1	1	4	0	0	0	5	1	1	0	0	4	1	1	9	2	0	1	0	1	1	26	2	9164	0	0	2	6	5	0	0	39	3	0	0	0	0	0	3	0	35	3	0	1	1	0	0	2	3	2	0	10	1	1	6	3	0	0	1	1	0	9	0	0	0	1	0	1	5	1	3	0	0	1	1	0	4860	21	0	0	6	149	0	0	3	3	3	0	0	0	0	2	0	467	1	0	0	0	0	0	14	0	0	0	126	14	1	2	1	0	0	1	0	0	0	0	0	0	0	1741	0	1	0	6	5	0	9	0	0	0	4	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	5	2	0	6	0	0	77	0	3	0	1	2	0	0	1	0	0	0	0	1687	7	2	0	2	0	2	0	1	3	0	0	0	0	0	0	0	4	0	0	2	5	2	0	1	2	6
Pseudomonas	6	13	0	11	2	0	9065	1	5	0	4	0	270	0	43	0	1	4	1	7	4	5	23	0	345	41	16	117	1430	14	8675	2	5	4	2451	0	3	4	0	0	6	5	5	894	432	6196	3096	495	4	7675	20	13	5859	11	3962	4544	526	90	4	5512	9	3	9	6	0	900	2090	27	3	0	641	1445	13	5	4208	21	9	2188	2444	3	3	337	20	601	0	1	5215	4	3	470	37	9899	1	2	5697	110	12	29	3	20	0	5	5	699	1455	2054	1	6	0	1	4	5	11	3	2	4	5	0	2	1	4	10	10225	10895	6	1093	5	11143	4	8493	266	5	11	28	4	11	5	1	11323	62	1	1028	132	35	12	7651	0	2	3	13	0	0	2	9235	0	3	0	0	0	6680	4	3	0	0	1	6	2	4	2	10891	2	2	0	0	7	6	0	392	4	1	10965	3	17	11	1227	10030	2	103	2292	16	16	4	17	1937	1	8	7	5	4139	16	4	1216	2783	0	76	617	5440	102	17	0	117	12	11828	0	6	5	5441	3	6	11	0	808	0	1	1	9	0	2	4132	0	8	0	4	6	2	0	1	1	14	7	9	2	3	2488	0	9	2	2	3	8	3
Photobacterium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	38	0	2	1	11	1	12	0	1	10	7	7	0	0	0	0	0	9	0	16	0	0	0	0	0	7	0	7	1	1	1	0	0	0	0	0	0	0	0	0	2	4	0	0	16	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	5	0	0	1	0	0	2	0	26	4	0	0	1	0	0	14	1	0	0	0	0	6	0	8	0	0	0	0	0	0	1	0	0	8	1	0	0	2	1	0	0	1	0	0	0	0	0	4	0	15	0	3	0	0	0	1	3	1	0	0	24	2	1	0	0	0	0	5	11	0	0	0	0	0	2	17	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	1	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	26	1	0	4	1	0	0	3	0	4	0	0	0	0	0	3	9	0	0	7	0	0	0	1	15
Stenotrophomonas	0	0	0	0	10	5	6	0	0	0	0	0	18	0	1	0	0	0	4	0	2	2	5	3	6	0	1	0	1	0	2	0	0	10	0	0	0	1	0	0	2	0	0	23	2	0	0	0	0	248	0	0	3	62	4	0	0	0	0	0	0	0	0	0	0	2	2	1	0	7	0	17	0	0	3	0	1	2	22	63	8	66	2	1	0	0	1	71	0	0	25	3	0	0	3	10674	6	65	2	6	9	19	8	1	0	3	0	0	0	8	9	1	0	0	56	0	0	8	0	0	2	0	50	0	0	3	1	2	0	15	1	0	0	0	1	0	4	1	2	2	0	3778	0	0	2	1	2	0	0	1	3	0	1	6	0	0	3	0	3	1059	0	0	0	0	8	0	0	0	0	9	0	0	0	0	24	0	0	0	0	0	2	2	3	4	0	3	5	1	1	0	12	0	0	0	0	0	0	0	1	0	1	23	0	0	0	0	1	0	0	0	0	1	19	2	0	0	69	0	0	0	1	0	0	0	0	5	0	0	3	0	17	0	0	0	0	0	3	0	0	3	3	0	1	0	0	3	0	0	2	2	0
Xylella	0	0	0	4	6	0	1	0	0	0	5	0	4	0	1	0	0	0	0	0	1	0	0	0	4	0	0	1	1	0	0	0	1	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	5	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	3	3	0	0	0	0	6	1	0	3	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	9	0	4	0	0	2	2	0	0	0	1	0	2	0	0	4	0	0	0	2	1	0	1	0	0	1	0	3	0	0	0	3	0	0	0	0	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	6	0	4	0	0	0	0	0	0	4	10	0	1	3	0	7	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	4	0	0	0	2	0	0	0	1	1	0	1	0	0	4	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Treponema	0	0	0	4	37	0	0	0	0	0	0	0	248	0	163	0	0	17	6	0	0	7	0	0	0	0	1	0	3	0	0	4	91	9	21	0	1	45	2	0	0	0	1	0	0	0	0	1	7	0	10	0	1	31	0	3	16	3	1	3	2	0	3	0	124	4	0	1	12	1	0	0	635	0	68	4	226	0	0	2	10	0	31	0	0	0	0	0	0	2	3	2	65	6	0	0	0	0	0	0	0	0	0	0	0	124	10	0	20	20	12	6	0	3	0	3	0	3	3	96	0	54	0	0	22	0	0	0	0	3	4	0	1	250	1	0	42	4	0	4	80	14	0	0	0	0	14	0	87	0	0	0	14	0	0	0	0	2	0	2	0	0	0	18	21	0	0	0	0	0	0	0	1	0	0	0	0	1815	4	8	0	71	65	22	33	0	0	1	0	0	0	5	0	0	0	0	1	0	0	823	13	1	1	0	0	2	0	0	0	0	3465	0	0	35	8	3	1	0	7	34	163	0	0	0	3	10	0	6	0	3	1	0	0	0	0	1	0	31	0	0	12	26	19	0	16	4	2	0	0	1	0
Mycoplasma	0	0	0	8	9	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	5	5	0	6	0	0	1	0	29	0	0	5	17	0	6	0	7	4	0	0	16	0	11	3	0	0	0	0	0	0	6	1	0	0	0	0	6	0	2	0	0	0	0	0	6	0	5	0	5	0	0	0	1	7	161	0	0	12	24	16	2	4	15	0	0	2	0	2	15	1	0	0	20	0	19	13	0	0	0	0	0	0	0	0	0	12	4	0	75	2	0	0	0	0	0	0	0	0	0	25	3	72	0	6	5	7	0	0	0	0	0	0	0	0	2	3	8	0	0	30	6	2	10	0	0	0	2	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	7	0	0	0	0	0	0	0	0	1346	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	0	0	13	0	0	0	0	180	0	1	327	0	16	5	0	1	119	20	27	0	0	12	4	2	16	0	0	12	0	6	0	0	0	0	219	0	0	2	0	2	0	2	0	0	0	0	16	0
Babesia	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	3	41	0	3	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	145	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	5	0	0	0	0	0	1	0	0	5	0	0	0
Babjeviella	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candida	5	0	0	1	0	0	5	211	1464	0	0	0	105	0	4	0	0	2	0	3	5	0	0	5	0	0	112	0	9	5	1	154	1	0	1	0	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	1	1	0	0	0	0	355	0	73	0	0	0	4881	0	0	1	0	995	0	0	1	0	0	1324	5	485	0	0	28	6	0	0	2	173	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	0	75	0	0	1	0	0	13	0	0	2	0	44	0	0	0	0	8	0	2396	0	0	0	0	23	1	0	0	0	2	26	435	12	0	0	0	1	0	14	0	4	8	0	0	4	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	125	0	0	0	3	0	8	1	1	0	0	0	1	0	0	0	0	0	0	0	5	1	0	1	252	1	11	24	0	0	0	7	1	1	0	52	17	0	0	0	0	0	0	3	0	0	0	0	1	0	37	0	0	0	0	7	0
